TAX_MAP,plat,lot,unit,CLASS,SHORT_DESC,FORMATED_ADDRESS,ZIP_POSTAL
068-0685-0000,68,685,0,2,2 -5 Family,165 Holden St,02908
060-0066-0000,60,66,0,13,Residential Vacant Land,206 Warrington St,02907
099-0187-0000,99,187,0,6,Commercial II,661 Douglas Ave,02904
033-0376-0000,33,376,0,2,2 -5 Family,32 Tuxedo Ave,02909
079-0564-0000,79,564,0,1,Single Family,71 General St,02904
045-0228-0000,45,228,0,80,State,23 Taylor St,02905
033-0183-0000,33,183,0,3,Apartment Building,87 Penn St,02909
064-0788-0000,64,788,0,2,2 -5 Family,181 Carleton St,02909
020-0193-006D,20,193,006D,24,Commercial Condo,128 Dorrance St,NA
034-0276-0000,34,276,0,13,Residential Vacant Land,685 Manton Ave REAR,02909
065-0377-0000,65,377,0,2,2 -5 Family,98 Andem St,02909
033-0669-0000,33,669,0,7,Industrial,13 De Soto St,02909
068-0848-0000,68,848,0,5,Commercial I,60 Victor St,02908
112-0382-0000,112,382,0,6,Commercial II,562 Hartford Ave,02909
014-0403-0000,14,403,0,2,2 -5 Family,236 Ives St,02906
068-0770-0000,68,770,0,7,Industrial,231 Chalkstone Ave,02908
011-0010-0000,11,10,0,6,Commercial II,319 Hope St,02906
082-0063-0000,82,63,0,2,2 -5 Family,687 Chalkstone Ave,02908
041-0244-0000,41,244,0,2,2 -5 Family,234 Irving Ave,02906
084-0164-0000,84,164,0,14,CI Vacant Land,15 Fallon Ave,02908
033-0334-0000,33,334,0,1,Single Family,48 De Soto St,02909
017-0443-0000,17,443,0,3,Apartment Building,106 Ives St,02906
031-0432-0000,31,432,0,72,Church,68 Althea St,02901
127-0278-0000,127,278,0,78,Municipal,201 Case Ln,02909
028-0186-0000,28,186,0,2,2 -5 Family,131 Sutton St,02909
048-0737-0000,48,737,0,71,Charitable,222 Potters Ave,02905
044-0715-0000,44,715,0,13,Residential Vacant Land,85 Whitmarsh St,02907
063-0060-0000,63,60,0,4,Combination,293 Amherst St,02909
065-0766-0000,65,766,0,1,Single Family,60 Health Ave,02909
043-0371-0000,43,371,0,2,2 -5 Family,15 Noyes Ave,02907
015-0469-0000,15,469,0,6,Commercial II,4 Richmond Sq,02906
076-0265-0000,76,265,0,1,Single Family,193 Salina St,02904
020-0076-0000,20,76,0,14,CI Vacant Land,59 Peck St,02903
052-0317-8LAW,52,317,8LAW,12,Miscellaneous,203 Adelaide Ave,02907
028-0824-0000,28,824,0,3,Apartment Building,6 Europe St,02909
014-0338-0000,14,338,0,6,Commercial II,481 Angell St,02906
046-0526-0000,46,526,0,2,2 -5 Family,192 Rhodes St,02905
023-0654-0000,23,654,0,75,Hospital,98 Pearl St,02901
065-0696-0000,65,696,0,14,CI Vacant Land,2 Allston St,02909
078-0042-0000,78,42,0,13,Residential Vacant Land,340 Woodward Rd,02904
011-0116-0000,11,116,0,78,Municipal,235 Lloyd Ave,02906
069-0584-0000,69,584,0,2,2 -5 Family,48 Pekin St,02908
028-0765-0000,28,765,0,2,2 -5 Family,17 Grove St,02909
079-0146-0000,79,146,0,2,2 -5 Family,229 Sunbury St,02904
023-0356-0000,23,356,0,13,Residential Vacant Land,66 West Clifford,02905
058-0779-0000,58,779,0,2,2 -5 Family,317 New York Ave,02905
047-0754-0000,47,754,0,13,Residential Vacant Land,127 Oxford St,02905
070-0491-0000,70,491,0,2,2 -5 Family,17 Suffolk St,02904
069-0007-0000,69,7,0,2,2 -5 Family,97 Oakland Ave,02908
045-0387-8LAW,45,387,8LAW,12,Miscellaneous,29 Milk St,02905
011-0052-0000,11,52,0,3,Apartment Building,331 Hope St,02906
028-0039-0000,28,39,0,4,Combination,228 Broadway St,02909
017-0154-0000,17,154,0,4,Combination,95 Hope St,02906
049-0503-0000,49,503,0,2,2 -5 Family,6 Hawthorne St,02907
013-0090-0001,13,90,1,23,Residential Condo,88 Cooke St,02906
007-0314-0000,7,314,0,1,Single Family,44 Faunce Dr,02906
028-0022-0000,28,22,0,1,Single Family,196 Broadway St,02909
064-0700-0000,64,700,0,13,Residential Vacant Land,48 Cambridge St,02909
043-0653-0000,43,653,0,13,Residential Vacant Land,5 Homestead Ave,02907
036-0060-0000,36,60,0,2,2 -5 Family,54 Hudson St,02907
042-0083-0000,42,83,0,2,2 -5 Family,224 Waverly St,02907
077-0548-0000,77,548,0,1,Single Family,123 Edgeworth Ave,02904
030-0371-0000,30,371,0,71,Charitable,20 Westfield St,02907
067-0476-0000,67,476,0,2,2 -5 Family,166 Jewett St,02908
068-0198-0000,68,198,0,13,Residential Vacant Land,12 Whipple St,02908
065-0751-0000,65,751,0,2,2 -5 Family,107 Academy Ave,02909
047-0386-0000,47,386,0,14,CI Vacant Land,87 Oxford St,02905
079-0223-0000,79,223,0,1,Single Family,2 Crandall St,02904
065-0684-0000,65,684,0,1,Single Family,37 Rill St,02909
028-0529-0000,28,529,0,1,Single Family,24 Piedmont St,02909
010-0735-0000,10,735,0,79,School,85 Brown St,02906
064-0078-0000,64,78,0,2,2 -5 Family,148 Dover St,02909
119-0010-0000,119,10,0,79,School,494 Admiral St,02908
087-0294-0000,87,294,0,1,Single Family,160 California Ave,02905
105-0481-0000,105,481,0,7,Industrial,28 Agnes St,02909
059-0620-0000,59,620,0,1,Single Family,128 Babcock St,02905
021-0413-0000,21,413,0,1,Single Family,15 Hospital St,02905
113-0327-0000,113,327,0,6,Commercial II,447 Hartford Ave,02909
020-0388-0000,20,388,0,14,CI Vacant Land,11 Pine St,02903
016-0222-0000,16,222,0,2,2 -5 Family,175 Williams St,02906
054-0917-0000,54,917,0,79,School,325 Ocean St,02905
005-0371-0000,5,371,0,2,2 -5 Family,77 Rochambeau Ave,02906
092-0001-0000,92,1,0,78,Municipal,1001 Hope St,02906
064-0287-0000,64,287,0,1,Single Family,74 Beaufort St,02909
013-0169-0000,13,169,0,79,School,148 Hope St,02906
085-0533-0000,85,533,0,13,Residential Vacant Land,45 Mink Rd,02908
098-0386-0000,98,386,0,4,Combination,623 Charles St,02904
069-0073-0000,69,73,0,1,Single Family,28 Malbone St,02908
085-0336-0000,85,336,0,1,Single Family,99 Naples Ave,02908
033-0651-0000,33,651,0,2,2 -5 Family,157 Valley St,02909
043-0336-0000,43,336,0,2,2 -5 Family,21 Anthony Ave,02907
016-0570-0047,16,570,47,23,Residential Condo,364 South Main,02906
033-0631-0000,33,631,0,4,Combination,411 Broadway St,02909
057-0166-0000,57,166,0,14,CI Vacant Land,23 Aldrich St,02905
020-0097-002A,20,97,002A,24,Commercial Condo,135 Dyer St,02903
003-0042-0000,3,42,0,84,Amtrak NRR,100 Chalkstone Ave,NA
098-0269-0000,98,269,0,78,Municipal,14 Alaska St,02904
011-0074-0000,11,74,0,1,Single Family,315 Olney St,02906
052-0033-0000,52,33,0,1,Single Family,265 Gallatin St,02907
085-0106-0000,85,106,0,2,2 -5 Family,715 Academy Ave,02908
020-0292-0000,20,292,0,14,CI Vacant Land,142 Dorrance St,02903
004-0257-0000,4,257,0,5,Commercial I,160 Francis St,02903
030-0245-0000,30,245,0,2,2 -5 Family,79 Wilson St,02907
002-0274-0020,2,274,20,24,Commercial Condo,1 Randall Sq,02904
069-0493-0000,69,493,0,2,2 -5 Family,222 Douglas Ave,02908
012-0408-0000,12,408,0,5,Commercial I,83 Benevolent St,02906
077-0488-0000,77,488,0,1,Single Family,125 De Pinedo St,02904
062-0450-0000,62,450,0,13,Residential Vacant Land,23 Barstow St,02901
044-0144-8LAW,44,144,8LAW,12,Miscellaneous,685 Broad St,02905
023-0250-8LAW,23,250,8LAW,12,Miscellaneous,207 Lockwood St,02905
016-0450-0000,16,450,0,4,Combination,256 Wickenden St,02906
010-0118-0000,10,118,0,72,Church,82 Benefit St,02904
030-0552-8LAW,30,552,8LAW,12,Miscellaneous,48 Bridgham St,02907
033-0252-0000,33,252,0,2,2 -5 Family,12 Tobey St,02909
098-0206-0000,98,206,0,14,CI Vacant Land,88 Monticello St,02904
071-0095-0000,71,95,0,3,Apartment Building,19 Monticello St,02904
080-0683-0000,80,683,0,13,Residential Vacant Land,20 Van Ausdall St,02909
087-0017-0000,87,17,0,2,2 -5 Family,334 New York Ave,02905
035-0329-0000,35,329,0,7,Industrial,1836 Westminster St,02909
057-0169-0000,57,169,0,14,CI Vacant Land,1117 Eddy St,02905
028-0308-0000,28,308,0,13,Residential Vacant Land,26 Ringgold St,02909
126-0007-002E,126,7,002E,24,Commercial Condo,364 Reservoir Ave,02905
060-0101-0000,60,101,0,80,State,291 Melrose St,02907
101-0786-0000,101,786,0,7,Industrial,145 Carolina Ave,02905
045-0915-0000,45,915,0,71,Charitable,45 Gay St,02905
025-0152-C001,25,152,C001,24,Commercial Condo,79 Washington St Unit C001,02903
018-0008-0043,18,8,43,23,Residential Condo,30 Bridge St,02906
062-0117-0000,62,117,0,2,2 -5 Family,142 Putnam St,02909
048-0718-0000,48,718,0,2,2 -5 Family,200 Oxford St,02905
067-0453-0000,67,453,0,13,Residential Vacant Land,203 Jewett St,02908
036-0273-0000,36,273,0,71,Charitable,136 Superior St,02907
077-0637-0000,77,637,0,13,Residential Vacant Land,46-48 Sedan St,02904
016-0089-0027,16,89,27,23,Residential Condo,33 Power St,02906
000-0001-0004,0,1,4,80,State,0 Railroad Tunnel,02906
069-0339-0000,69,339,0,2,2 -5 Family,14 Eaton St,02908
033-0694-0000,33,694,0,72,Church,57 Ridge St,02909
081-0365-0000,81,365,0,1,Single Family,475 River Ave,02908
077-0176-0000,77,176,0,1,Single Family,198 Ledge St,02904
072-0513-0000,72,513,0,1,Single Family,40 Malvern St,02904
036-0265-0000,36,265,0,2,2 -5 Family,87 Wendell St,02909
006-0595-0000,6,595,0,6,Commercial II,737 Hope St,02906
067-0319-0000,67,319,0,5,Commercial I,221 West Park,NA
063-0073-0000,63,73,0,2,2 -5 Family,64 Steuben St,02909
064-0734-0000,64,734,0,2,2 -5 Family,18 Armington Ave,02909
061-0328-0000,61,328,0,1,Single Family,159 Rutherglen Ave,02905
028-0615-0000,28,615,0,6,Commercial II,319 Broadway St,02909
071-0330-0000,71,330,0,4,Combination,428 Branch Ave,02904
017-0262-0000,17,262,0,79,School,150 Power St,02906
014-0569-0000,14,569,0,3,Apartment Building,215 Waterman St,02906
079-0189-0000,79,189,0,13,Residential Vacant Land,812 River Ave,NA
033-0717-FFOS,33,717,FFOS,33,Farm Forest,555 Harris Ave,02909
015-0097-0003,15,97,3,23,Residential Condo,19 South Angell,02906
031-0086-0000,31,86,0,2,2 -5 Family,109 Ford St,02907
030-0283-0000,30,283,0,2,2 -5 Family,64 Wilson St,02907
045-0597-0000,45,597,0,2,2 -5 Family,277 Prairie Ave,02905
053-0664-0000,53,664,0,13,Residential Vacant Land,16 Meni Ct,02905
048-0634-0000,48,634,0,2,2 -5 Family,440 Prairie Ave,02905
014-0464-0000,14,464,0,4,Combination,226 Waterman St,02906
060-0001-0000,60,1,0,5,Commercial I,777 Elmwood Ave,02907
069-0527-0000,69,527,0,2,2 -5 Family,19 Alma St,02908
010-0586-0000,10,586,0,71,Charitable,224 Bowen St,02906
081-0181-0000,81,181,0,79,School,27 Lucille St,02908
039-0035-0008,39,35,8,23,Residential Condo,25 Miles Ave,02906
044-0234-0000,44,234,0,14,CI Vacant Land,57 Whitmarsh St,02907
044-0273-0000,44,273,0,14,CI Vacant Land,653 Broad St,02905
067-0366-0000,67,366,0,80,State,69 Okie St,02901
058-0084-0000,58,84,0,7,Industrial,97 Johnson St,02905
063-0282-0000,63,282,0,2,2 -5 Family,47 Pope St,02909
062-0017-8LAW,62,17,8LAW,12,Miscellaneous,41 Kossuth St,02909
108-0499-0000,108,499,0,6,Commercial II,370 Plainfield St,02909
034-0359-0000,34,359,0,78,Municipal,819 Manton Ave,02909
062-0001-0001,62,1,1,72,Church,856 Atwells Ave,02901
062-0473-0000,62,473,0,14,CI Vacant Land,276 Valley St,02901
056-0300-0000,56,300,0,79,School,0 Harborside Blvd,NA
060-0179-0000,60,179,0,80,State,135 Longfellow St,02907
066-0265-0000,66,265,0,2,2 -5 Family,660 Chalkstone Ave,02908
016-0349-0000,16,349,0,3,Apartment Building,84 Transit St,02906
031-0523-0000,31,523,0,13,Residential Vacant Land,100 Hanover St,02901
109-0289-0000,109,289,0,5,Commercial I,212 Pocasset Ave,02909
062-0319-0000,62,319,0,2,2 -5 Family,9 Audrey St,02909
043-0487-0000,43,487,0,13,Residential Vacant Land,187 Bucklin St,02907
084-0418-0000,84,418,0,1,Single Family,37 Glover St,02909
006-0315-0000,6,315,0,1,Single Family,135 Cypress St,02906
003-0140-0000,3,140,0,13,Residential Vacant Land,16 North Davis St,02908
048-0227-0000,48,227,0,1,Single Family,102 Miner St,02905
005-0457-0000,5,457,0,78,Municipal,146 Camp St,02906
043-0471-0000,43,471,0,71,Charitable,92 Burnett St,02907
052-0007-8LAW,52,7,8LAW,12,Miscellaneous,134 Hamilton St,02907
044-0644-0000,44,644,0,2,2 -5 Family,26 Hanover St,02907
125-0180-0000,125,180,0,7,Industrial,130 Narragansett Ave,02907
065-0548-0000,65,548,0,72,Church,16 Atkins St,02908
032-0206-0000,32,206,0,6,Commercial II,1413 Westminster St,02907
052-0536-0000,52,536,0,3,Apartment Building,93 Lexington Ave,02907
001-0080-0001,1,80,1,24,Commercial Condo,1076 North Main,02906
049-0383-0000,49,383,0,13,Residential Vacant Land,16 Melrose St,02907
053-0389-0000,53,389,0,6,Commercial II,935 Broad St,02905
017-0053-0000,17,53,0,4,Combination,71 Hope St,02906
030-0332-0000,30,332,0,2,2 -5 Family,34 Warren St,02907
050-0723-0000,50,723,0,7,Industrial,282 Niantic Ave,02905
067-0062-0000,67,62,0,14,CI Vacant Land,15 Esten St,02908
030-0205-8LAW,30,205,8LAW,12,Miscellaneous,25 Gilmore St,02907
072-0099-0000,72,99,0,1,Single Family,45 Vaughan St,02904
064-0804-0000,64,804,0,72,Church,911 Atwells Ave,02901
053-0284-0000,53,284,0,2,2 -5 Family,17 Corinth St,02907
060-0200-0000,60,200,0,6,Commercial II,158 Longfellow St,02907
048-0901-0000,48,901,0,6,Commercial II,880 Broad St,02907
045-0226-0000,45,226,0,2,2 -5 Family,16 Harvard Ave,02905
085-0065-0000,85,65,0,1,Single Family,485 Eaton St,02908
042-0415-0000,42,415,0,2,2 -5 Family,184 Wadsworth St,02907
071-0149-0000,71,149,0,2,2 -5 Family,36 Gillen St,02904
045-0443-0000,45,443,0,14,CI Vacant Land,294 Prairie Ave,02905
004-0149-0000,4,149,0,80,State,7 Avenue of the Arts,02903
063-0320-0000,63,320,0,5,Commercial I,315 Manton Ave,02909
023-0892-0000,23,892,0,13,Residential Vacant Land,158 Pearl St,02905
014-0571-0010,14,571,10,23,Residential Condo,245 Gano St,02906
018-0019-0000,18,19,0,83,44-3-9 Stb,566 South Water St,02906
078-0419-0000,78,419,0,13,Residential Vacant Land,1057 Douglas Ave,02904
041-0262-0000,41,262,0,2,2 -5 Family,207 Butler Ave,02906
015-0463-0000,15,463,0,4,Combination,24 South Angell,02906
016-0605-0003,16,605,3,23,Residential Condo,230 South Main Unit 3,02906
067-0273-0000,67,273,0,7,Industrial,46R Bath St,02901
065-0190-0000,65,190,0,2,2 -5 Family,120 Regent Ave,02909
068-0828-0000,68,828,0,6,Commercial II,251 Smith St,02908
070-0664-0000,70,664,0,6,Commercial II,1 March St,02901
053-0647-0000,53,647,0,2,2 -5 Family,53 Sackett St,02907
065-0441-0000,65,441,0,2,2 -5 Family,32 Linton St,02909
032-0602-0000,32,602,0,4,Combination,434 Broadway St,02909
026-0092-0000,26,92,0,2,2 -5 Family,16 Pequot St,02909
012-0335-0000,12,335,0,79,School,41 George St,02906
017-0183-0000,17,183,0,2,2 -5 Family,22 Governor St,02906
073-0193-0000,73,193,0,2,2 -5 Family,40 Burlington St,02906
010-0380-0000,10,380,0,2,2 -5 Family,35 Bowen St,02906
065-0587-0000,65,587,0,14,CI Vacant Land,49 Turner St,NA
049-0356-0000,49,356,0,3,Apartment Building,191 Congress Ave,02907
073-0303-0000,73,303,0,2,2 -5 Family,46 Rochambeau Ave,02906
068-0837-0000,68,837,0,5,Commercial I,71 Derry St,NA
049-0363-0000,49,363,0,78,Municipal,442 Elmwood Ave,02907
039-0105-0000,39,105,0,1,Single Family,47 Slater Ave,02906
027-0025-0000,27,25,0,14,CI Vacant Land,15 Charlotte Hope St,02901
045-0001-0000,45,1,0,14,CI Vacant Land,656 Broad St,02905
034-0126-0000,34,126,0,13,Residential Vacant Land,31 Baltimore St,02901
015-0491-0000,15,491,0,6,Commercial II,245 Waterman St,02906
037-0176-0000,37,176,0,2,2 -5 Family,33 Messer St,02907
087-0274-0000,87,274,0,1,Single Family,240 California Ave,02905
017-0325-0000,17,325,0,2,2 -5 Family,81 Governor St,02906
065-0471-0000,65,471,0,13,Residential Vacant Land,41 Huron St,02909
080-0653-0000,80,653,0,2,2 -5 Family,148 Fruit Hill Ave,02909
071-0113-0000,71,113,0,2,2 -5 Family,52 Monticello St,02904
055-0432-0000,55,432,0,6,Commercial II,460 Allens Ave,02905
030-0680-0108,30,680,108,24,Commercial Condo,304 Pearl St Unit 108,02907
023-0972-0000,23,972,0,13,Residential Vacant Land,33 Portland St,NA
068-0672-0000,68,672,0,2,2 -5 Family,174 Holden St,02908
005-0077-0000,5,77,0,13,Residential Vacant Land,8 Locust St,02906
063-0461-0000,63,461,0,2,2 -5 Family,14 Florence St,02909
068-0667-0000,68,667,0,2,2 -5 Family,220 Orms St,02908
005-0515-0006,5,515,6,24,Commercial Condo,851 North Main,02906
079-0069-0000,79,69,0,1,Single Family,29 Fair St,02904
032-0028-0000,32,28,0,2,2 -5 Family,44 Brighton St,02909
034-0348-0000,34,348,0,13,Residential Vacant Land,1674 Chalkstone Ave,NA
063-0431-8LAW,63,431,8LAW,12,Miscellaneous,24 Hyat St,02909
032-0091-0000,32,91,0,2,2 -5 Family,15 Pierce St,02909
029-0511-0000,29,511,0,14,CI Vacant Land,1000 Westminster St,02907
063-0413-0000,63,413,0,14,CI Vacant Land,31 Curtis St,02901
048-0135-0000,48,135,0,13,Residential Vacant Land,391 Cahill St,02905
028-0038-0000,28,38,0,4,Combination,222 Broadway St,02909
045-0706-0000,45,706,0,2,2 -5 Family,102 Taylor St,02905
071-0345-0000,71,345,0,1,Single Family,404 Branch Ave,02904
068-0468-0000,68,468,0,14,CI Vacant Land,271 Chalkstone Ave,02908
075-0189-0000,75,189,0,4,Combination,1158 North Main,02906
045-0910-8LAW,45,910,8LAW,12,Miscellaneous,638 Broad St,02907
028-0751-0000,28,751,0,14,CI Vacant Land,386 Harris Ave,02909
065-0784-0000,65,784,0,13,Residential Vacant Land,9 Wisdom Ave,02908
049-0632-0000,49,632,0,4,Combination,763-771 Broad St,02905
033-0349-0000,33,349,0,80,State,12 Gennaro Pl,02909
006-0376-0000,6,376,0,1,Single Family,16 Firglade Ave,02906
068-0836-00TX,68,836,00TX,14,CI Vacant Land,1 Time Squared Way,02908
080-0883-0000,80,883,0,3,Apartment Building,50-70 Woonasquatucket Ave,02909
048-1073-0000,48,1073,0,6,Commercial II,736 Broad St,02905
009-0141-0000,9,141,0,2,2 -5 Family,171 Congdon St,02906
031-0392-0000,31,392,0,2,2 -5 Family,97 Althea St,02907
016-0552-0000,16,552,0,79,School,78 Charlesfield St,02906
036-0134-0000,36,134,0,2,2 -5 Family,56 Wood St,02907
048-0548-0000,48,548,0,1,Single Family,25 Miner St,02905
062-0537-0000,62,537,0,14,CI Vacant Land,22 Chaffee St,02909
008-0205-0000,8,205,0,2,2 -5 Family,11 Knowles St,02906
042-0276-0000,42,276,0,74,Federal,685 Cranston St,02907
046-0252-0000,46,252,0,2,2 -5 Family,71 Borinquen St,02905
043-0388-0000,43,388,0,14,CI Vacant Land,826 Potters Ave,02907
030-0612-0000,30,612,0,2,2 -5 Family,33 West Friendship,02907
042-0114-0000,42,114,0,71,Charitable,591 Cranston St,02907
048-1061-0000,48,1061,0,1,Single Family,176 Reynolds Ave,02905
029-0335-0000,29,335,0,4,Combination,322 Broad St,02907
065-0808-0000,65,808,0,13,Residential Vacant Land,86 Wisdom Ave,02908
031-0214-0000,31,214,0,6,Commercial II,376 Cranston St,02901
059-0536-0000,59,536,0,13,Residential Vacant Land,59 Calla St,02905
058-0724-0000,58,724,0,14,CI Vacant Land,226 Carolina Ave,02905
063-0577-0000,63,577,0,83,44-3-9 Stb,11 Aleppo St,02909
080-0855-0000,80,855,0,1,Single Family,144 Fruit Hill Ave,02909
110-0444-0000,110,444,0,14,CI Vacant Land,97 Farmington Ave REAR,02909
073-0110-0000,73,110,0,2,2 -5 Family,173 Fourth St,02906
070-0145-0000,70,145,0,2,2 -5 Family,314 Admiral St,02904
064-0130-0000,64,130,0,13,Residential Vacant Land,66 Fairview St,02909
105-0414-0000,105,414,0,14,CI Vacant Land,46 Hartford Ave,02909
065-0067-0000,65,67,0,2,2 -5 Family,31 Newark St,02909
048-0498-0000,48,498,0,1,Single Family,142 Potters Ave,02905
023-0538-0000,23,538,0,75,Hospital,185 Dudley St,02905
037-0330-0000,37,330,0,2,2 -5 Family,130 Hudson St,02907
045-0688-0000,45,688,0,2,2 -5 Family,40 Marlborough Ave,02905
048-0782-0000,48,782,0,78,Municipal,5 Norwich Ave,02905
067-0051-0000,67,51,0,13,Residential Vacant Land,12 Esten St,02908
023-0390-0000,23,390,0,13,Residential Vacant Land,98 Beacon Ave,02905
068-0570-0000,68,570,0,2,2 -5 Family,21 Goddard St,02908
089-0382-0000,89,382,0,14,CI Vacant Land,133R Alger Ave,02901
039-0286-0000,39,286,0,1,Single Family,4 Angell Ct,02906
023-0596-0000,23,596,0,71,Charitable,124 Pearl St,02905
082-0031-0000,82,31,0,2,2 -5 Family,21 Frederick St,02908
028-0867-0000,28,867,0,3,Apartment Building,132 Knight St,02909
120-0091-0000,120,91,0,5,Commercial I,659 Smith St,02908
062-0507-0000,62,507,0,2,2 -5 Family,39 Florence St,02909
048-0652-0000,48,652,0,2,2 -5 Family,51 Reynolds Ave,02905
012-0017-0000,12,17,0,79,School,17 Canal Walk,02903
119-0055-0000,119,55,0,79,School,15 Italy St,02904
069-0302-0000,69,302,0,2,2 -5 Family,119 Camden Ave,02908
010-0407-079C,10,407,079C,23,Residential Condo,75 Lloyd Ave,02906
006-0074-0000,6,74,0,13,Residential Vacant Land,298 Morris Ave,NA
076-0271-0000,76,271,0,2,2 -5 Family,169 Salina St,02904
047-0687-0000,47,687,0,13,Residential Vacant Land,19 Trask St,02905
029-0182-0000,29,182,0,72,Church,25 Haskins St,02905
052-0561-8LAW,52,561,8LAW,12,Miscellaneous,181 Adelaide Ave,02907
020-0071-0000,20,71,0,14,CI Vacant Land,137 Dyer St,02903
045-0570-8LAW,45,570,8LAW,12,Miscellaneous,98 Comstock Ave,02905
066-0432-0000,66,432,0,14,CI Vacant Land,18R Wolcott St,02901
028-0363-0005,28,363,5,23,Residential Condo,265 Atwells Ave,02909
048-0702-0000,48,702,0,72,Church,364 Prairie Ave,02905
051-0323-0000,51,323,0,79,School,375 Adelaide Ave,02905
032-0128-0000,32,128,0,13,Residential Vacant Land,79 Marshall St,02909
034-0366-0000,34,366,0,78,Municipal,46 Cortez,NA
069-0324-0000,69,324,0,13,Residential Vacant Land,348 Douglas Ave,02901
012-0174-0000,12,174,0,5,Commercial I,185 Angell St,02906
046-0227-0000,46,227,0,1,Single Family,60 Borinquen St,02905
012-0457-0000,12,457,0,79,School,137 George St,NA
033-0286-0000,33,286,0,13,Residential Vacant Land,95 Grove St,02901
031-0186-0000,31,186,0,2,2 -5 Family,36 Diamond St,02907
081-0232-0000,81,232,0,1,Single Family,43 Devonshire St,02908
037-0014-0000,37,14,0,14,CI Vacant Land,216 Oak St,02909
045-0331-0000,45,331,0,78,Municipal,329 Willard Ave,02907
008-0271-0000,8,271,0,2,2 -5 Family,138 Doyle Ave,02906
028-1008-0000,28,1008,0,1,Single Family,109 De Pasquale Ave,02903
017-0342-0000,17,342,0,4,Combination,170 Ives St,02906
060-0129-0000,60,129,0,1,Single Family,248 Warrington St,02907
004-0253-0000,4,253,0,6,Commercial II,235 Promenade St,02908
085-0626-0000,85,626,0,1,Single Family,92 Erie St,02908
053-0074-0000,53,74,0,5,Commercial I,185 Gallup St,02905
028-1038-0000,28,1038,0,4,Combination,239 Atwells Ave,02909
095-0063-0000,95,63,0,4,Combination,457 Manton Ave,02909
009-0388-0000,9,388,0,2,2 -5 Family,71 Carrington Ave,02906
064-0066-0000,64,66,0,2,2 -5 Family,67 Belmont Ave,02909
045-0682-0000,45,682,0,13,Residential Vacant Land,14 Marlborough Ave,02905
068-0497-0000,68,497,0,13,Residential Vacant Land,69 Douglas Ave,02908
026-0247-0000,26,247,0,2,2 -5 Family,20 Jones St,02909
063-0250-0000,63,250,0,2,2 -5 Family,63 Joslin St,02909
037-0207-0000,37,207,0,5,Commercial I,5 Marvin St,02907
049-0574-LB01,49,574,LB01,6,Commercial II,389 Elmwood Ave,02903
031-0047-0000,31,47,0,72,Church,123 Ford St,02907
120-0483-0000,120,483,0,71,Charitable,591 Smith St,02908
066-0125-0000,66,125,0,2,2 -5 Family,26 Fern St,02909
069-0111-0000,69,111,0,13,Residential Vacant Land,124 Chad Brown St,02908
033-0597-0000,33,597,0,2,2 -5 Family,289 Grove St,02909
037-0439-0000,37,439,0,2,2 -5 Family,142 Wendell St,02907
003-0215-0004,3,215,4,23,Residential Condo,30 Benefit St,02906
048-0704-8LAW,48,704,8LAW,12,Miscellaneous,56 Reynolds Ave,02905
006-0433-0000,6,433,0,72,Church,494 Hope St,02906
109-0082-0000,109,82,0,6,Commercial II,311 Pocasset Ave,02909
008-0444-8LAW,8,444,8LAW,12,Miscellaneous,83 Doyle Ave,02906
047-0074-0000,47,74,0,14,CI Vacant Land,193 Sherburne St,02905
049-0091-0000,49,91,0,14,CI Vacant Land,365 Elmwood Ave,02907
012-0175-0000,12,175,0,6,Commercial II,231 Thayer St,02906
063-0572-0000,63,572,0,6,Commercial II,934 Atwells Ave,02909
069-0033-0000,69,33,0,2,2 -5 Family,102 Ruggles St,02908
034-0116-0000,34,116,0,13,Residential Vacant Land,21 Leander St,02901
070-0198-0000,70,198,0,6,Commercial II,515 Douglas Ave,02904
066-0394-0000,66,394,0,14,CI Vacant Land,450 Valley St,02909
047-0776-0000,47,776,0,2,2 -5 Family,21 Ashmont St,02905
095-0728-0000,95,728,0,5,Commercial I,1049 Atwells Ave,02909
034-0239-0000,34,239,0,13,Residential Vacant Land,8 Perrin,02909
012-0475-0000,12,475,0,78,Municipal,20 North Main St,NA
048-0256-0000,48,256,0,1,Single Family,67 Trask St,02905
073-0393-0000,73,393,0,1,Single Family,37 Fourth St,02906
006-0028-0000,6,28,0,2,2 -5 Family,567 Hope St,02906
105-0321-0000,105,321,0,4,Combination,217 Plainfield St,02909
048-0421-0000,48,421,0,2,2 -5 Family,480 Public St,02905
049-0587-0000,49,587,0,5,Commercial I,716 Public St,02907
072-0033-0000,72,33,0,1,Single Family,15 Hall St,02904
066-0282-0000,66,282,0,2,2 -5 Family,50 Felix St,02908
027-0266-0000,27,266,0,5,Commercial I,423 Harris Ave,02909
062-0086-8LAW,62,86,8LAW,12,Miscellaneous,89 Appleton St,02909
034-0237-0000,34,237,0,13,Residential Vacant Land,16 Perrin,02909
014-0285-0000,14,285,0,2,2 -5 Family,18 Preston St,02906
017-0311-0000,17,311,0,3,Apartment Building,308 Williams St,02906
081-0167-0000,81,167,0,1,Single Family,2 Lucille St,02908
049-0430-0000,49,430,0,2,2 -5 Family,121 Congress Ave,02907
105-0308-0000,105,308,0,14,CI Vacant Land,349 Plainfield St,02909
012-0228-0000,12,228,0,79,School,51 Waterman St,02906
