Internal ID,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q6 | 100 Grand Bar,"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)",Q6 | Any full-sized candy bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bonkers (the board game),Q6 | Bottle Caps,Q6 | Box'o'Raisins,Q6 | Broken glow stick,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Candy that is clearly just the stuff given out for free at restaurants,Q6 | Caramellos,"Q6 | Cash, or other forms of legal tender",Q6 | Chardonnay,Q6 | Chick-o-Sticks (we don’t know what that is),Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Creepy Religious comics/Chick Tracts,Q6 | Dental paraphenalia,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Generic Brand Acetaminophen,Q6 | Glow sticks,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Gum from baseball cards,Q6 | Gummy Bears straight up,Q6 | Hard Candy,Q6 | Healthy Fruit,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | Hershey’s Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Hugs (actual physical hugs),Q6 | Jolly Rancher (bad flavor),Q6 | Jolly Ranchers (good flavor),Q6 | JoyJoy (Mit Iodine!),Q6 | Junior Mints,Q6 | Senior Mints,Q6 | Kale smoothie,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&M’s,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Green Party M&M's,Q6 | Independent M&M's,Q6 | Abstained from M&M'ing.,Q6 | Minibags of chips,Q6 | Mint Kisses,Q6 | Mint Juleps,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pencils,Q6 | Pixy Stix,Q6 | Real Housewives of Orange County Season 9 Blue-Ray,Q6 | Reese’s Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Sandwich-sized bags filled with BooBerry Crunch,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Spotted Dick,Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Those odd marshmallow circus peanut things,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Trail Mix,Q6 | Twix,"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein",Q6 | Vicodin,Q6 | Whatchamacallit Bars,Q6 | White Bread,Q6 | Whole Wheat anything,Q6 | York Peppermint Patties,Q7: JOY OTHER,Q8: DESPAIR OTHER,Q9: OTHER COMMENTS,Q10: DRESS,,Q11: DAY,Q12: MEDIA [Daily Dish],Q12: MEDIA [Science],Q12: MEDIA [ESPN],Q12: MEDIA [Yahoo],"Click Coordinates (x, y)"
90281327,No,Male,51,us,tx,JOY,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,Dark Chocolate Kit Kat,,,White and gold,,Friday,,,,,
90281331,No,Male,37,United States,Virginia,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,Everything bagel,tuna,,Blue and black,,Sunday,,1,,,"(77, 23)"
90281333,No,Male,56,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281337,No,Male,52,USA,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281339,Yes,Male,33,United States,NY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,Beer,Any health food,"Alcoholic beverage ""treats"" are great for parents to help get through the night.",White and gold,,Friday,1,,,,"(33, 39)"
90281343,No,Male,37,usa,oregon,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,,,,White and gold,,Friday,,1,,,"(64, 33)"
90281346,No,Male,43,United States,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281349,No,Male,55,usa,il,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,turtles,,snickers #1,White and gold,,Sunday,,,1,,"(29, 67)"
90281353,No,Male,47,united states,virginia,JOY,JOY,JOY,,,,JOY,,,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,,JOY,,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,,MEH,JOY,,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,,JOY,MEH,,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,,JOY,JOY,MEH,MEH,JOY,"Mounds, almond joy",,,Blue and black,,Friday,,1,,,"(84, 29)"
90281359,No,Male,41,USA,Kansas,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,Fifth Avenue,,,White and gold,,Sunday,,1,,,"(76, 11)"
90281364,No,Female,61,USA,Oregon,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,,JOY,,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,,JOY,JOY,JOY,JOY,DESPAIR,,,,,,MEH,JOY,,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,,JOY,DESPAIR,JOY,MEH,,MEH,DESPAIR,,MEH,MEH,JOY,,,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,,,,,,JOY,Jellybeans!  Fazer Mints!  Those raspberry hard candies with jam in the middle!,"Those assorted licorice all-sorts - why do people even eat those?  And those weird pumpkin things that are kind of like candy corn, are they even edible?",Remember those little wax bottles of sickeningly sweet liquid?  And wax lips that tasted so gross but you couldn't resist chewing them?  Also there's something fundamentally wrong with people who give out apples to trick-or-treaters.,Blue and black,,Friday,,1,,,"(84, 19)"
90281366,No,Male,26,USA,Wisconsin,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,Reese’s Fast Break,"Mounds, Almond Joy, Anything with coconut",Death to coconut shavings,Blue and black,,Friday,,,1,,"(26, 77)"
90281376,No,Male,23,United States,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281378,No,Male,24,Canada,Alberta,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,"Little bottles of hard liquor, fair trade chocolate, sugar free mint gum","Credit card bills, existentialism, gumballs",,White and gold,,Friday,,1,,,"(68, 25)"
90281380,No,Male,39,usa,ct,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,1,,,"(65, 42)"
90281381,Yes,Male,11,Usa,Pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281388,No,Female,24,Australia,NSW,,,JOY,,,,,MEH,DESPAIR,,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,,,,DESPAIR,DESPAIR,,,,MEH,MEH,,,,,DESPAIR,MEH,,MEH,MEH,MEH,DESPAIR,,,,,,JOY,,JOY,,,MEH,MEH,JOY,MEH,JOY,,,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,,,,,JOY,,,,DESPAIR,,,JOY,JOY,,MEH,,MEH,MEH,JOY,JOY,,,MEH,,,JOY,,DESPAIR,,,MEH,DESPAIR,MEH,MEH,JOY,,DESPAIR,DESPAIR,,,"Bottled tears, Cadbury ""dark"" chocolate",,Blue and black,,Sunday,,1,,,"(81, 20)"
90281402,No,Female,53,USA,WA,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,Single serving alcohol bottles (aka airline bottles),Soda pop ,,White and gold,,Sunday,,1,,,"(72, 28)"
90281403,No,Male,43,USA,WV,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,Sexy costumes,"Popcorn balls, homemade fudge, ",Candy is dandy but liquor is quicker,White and gold,,Friday,,1,,,"(63, 21)"
90281404,No,Male,56,US,VA,JOY,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,,Tootsie Rolls,,White and gold,,Friday,,1,,,"(68, 25)"
90281435,No,Female,49,United states,WA,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,MEH,,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,,,,Blue and black,,Sunday,,1,,,"(80, 26)"
90281445,No,I'd rather not say,39,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281448,No,Male,54,Usa,Mi,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,,1,,"(24, 76)"
90281450,Yes,Male,40,Usa,Indiana,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,,,,Blue and black,,Friday,,1,,,"(68, 32)"
90281451,No,Male,36,USA,"Oregon, Multnomah County",MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,"Twizzlers, Squirrel Nut Zippers, Mini bags of cookies","Popcorn ball, Red Vines","I know you put ""Licorice (not black)"" as an option, but I feel like Twizzlers and Red Vines (in North America, at least) are common and popular enough to warrant their own lines.  Also, as noted above, Twizzlers are amazing and Red Vines are horrifying (like Candy Corns, they are highly divisive).",Blue and black,,Friday,,1,,,"(72, 13)"
90281452,No,Female,28,Canada,Ontario,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,,,,White and gold,,Sunday,,1,,,"(62, 23)"
